P,T,DenL,DenG,VisL,VisG,ST,ID,Roughness,Ang,Vsl,Vsg,Flow_label
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,0.0097701,0.103821,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,0.107945,26.4165,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,85.0,1.0366,0.0890846,5.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,0.0423776,3.16228,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,0.35514,14.9472,0.0
28.3,25.1,884.068475,1.52,0.004923241,1.9e-05,0.03,0.0501,0.0,0.0,0.0064,10.2,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.0103111,0.0154883,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.155384,0.0497202,0.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0954,0.0,0.0,1.012195122,2.176829268,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.0296577,0.0987154,4.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-1.0,0.116522,0.126631,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,1.0,10.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,2.5,16.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,0.623623,6.45242,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,0.4,25.0,0.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,3.0,0.579837,4.67224,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,1.0,0.025,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.0104894,0.249321,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,1.0,6.3,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.255045,24.0696,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.00364456,5.845,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.0385423,9.96353,2.0
450.0,20.0,1025.0,8.25,0.001,1.6e-05,0.07,0.0972,0.0,0.0,0.311546,4.95759,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,6.3,0.025,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,1.65064,0.0378844,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-5.0,0.63,0.1,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,1.5356,1.49598,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.63,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.01,0.6,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.991603,2.42974,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,0.0294226,10.2245,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.0287467,0.440908,4.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,0.0586341,3.15639,0.0
9000.0,30.0,700.5,103.0,0.000325,1.93e-05,0.013,0.189,0.0,90.0,0.01,0.105468,2.0
790.0,54.0,1059.0,14.9,0.001,1.6e-05,0.07,0.0972,0.0,5.0,0.097497,4.95647,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.0933323,16.3632,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,1.02995,2.49128,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.0284963,1.8161,2.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.365893,0.453158,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,2.56266,1.06215,2.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.341257,0.453158,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,9.0,0.0488373,5.00111,0.0
450.0,54.0,1059.0,8.25,0.001,1.6e-05,0.07,0.0972,0.0,5.0,1.56546,6.85686,2.0
-80.6,-256.0,77.04160247,0.125,1.17e-05,5.07e-07,0.07,0.00874,0.0,1.5,0.0726553,0.299471,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,2.5,10.0,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,1.36677,1.92119,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,2.65356,0.244756,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.38337,17.2148,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,4.0,0.1,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.00395186,0.0399907,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.058524,9.63408,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,0.00387868,0.061492,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,1.5,1.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,0.6,6.0,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,0.0444704,0.865964,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.0153086,24.0392,0.0
270.0,51.0,1056.0,5.02,0.001,1.6e-05,0.07,0.0972,0.0,5.0,0.100574,7.9994,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,4.0,2.5,1.0
450.0,20.0,1025.0,8.25,0.001,1.6e-05,0.07,0.0972,0.0,0.0,0.0986341,8.87931,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,2.62869,25.0991,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.6,40.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.248045,0.0638163,5.0
58.1,26.5,883.0788726,1.85,0.004695699,1.9e-05,0.03,0.0501,0.0,2.0,0.0023,26.6,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.01,16.0,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.599349,9.91882,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.4,6.3,2.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,1.0,3.43373,3.04699,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.63,1.6,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,1.6,4.0,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,1.3377,0.139148,1.0
3211.5,51.1,796.2590118,23.9,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0,0.709882821,5.837064088,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.648287,0.0367233,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,4.12668,0.0960266,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,1.0,1.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,2.5,0.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,20.0,0.67015,16.4058,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,5.64202,0.37209,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.0394409,6.46468,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.00588208,38.6535,0.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0254,0.0,0.0,0.219512195,126.8292683,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.399093,2.63127,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.119482,14.6138,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,1.0,2.5,2.0
1488.9,57.6,803.5006726,10.6,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.304403289,6.220278905,0.0
-80.6,-256.0,77.04160247,0.125,1.17e-05,5.07e-07,0.07,0.00874,0.0,1.5,0.0603554,1.23657,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.0950264,0.608472,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.1,0.1,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.04,10.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.04,25.0,0.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,1.0,1.96842,2.14993,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.063,2.5,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.015,40.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.63,16.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.702973,6.29042,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.63,0.016,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,5.0,4.0,0.1,1.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.003146957,1.31903011,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.0063,40.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,0.025,0.63,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-5.0,0.367827,0.888899,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,20.0,0.0986599,0.153863,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,3.95408,1.52501,1.0
1487.8,61.8,797.1149963,9.5,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0052,0.057629126,0.8991918,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.00220673,0.957638,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,0.1,0.4,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,1.39486,0.872561,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.006,0.25,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.06,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,4.0,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.1,0.4,2.0
790.0,30.0,1035.0,14.9,0.001,1.6e-05,0.07,0.0972,0.0,2.0,1.51399,2.88765,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,1.0,0.213598,1.71544,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.00609928,6.16391,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,0.0291679,10.0748,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,1.6,0.04,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.642212,3.87051,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.146859,1.00649,3.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0254,0.0,0.0,0.12195122,17.4695122,2.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,0.0,5.82123,2.94273,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,2.37004,4.25447,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,2.52051,0.592512,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,2.5,6.5,2.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0254,0.0,0.0,0.06097561,0.81402439,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,1.0,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.0025,2.5,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,1.01003,6.25642,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.00242496,0.0638387,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,0.04,1.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,4.0,0.63,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,0.161893,16.076,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.25,40.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,0.01,40.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.289433,10.0028,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.00226645,1.5252,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,2.5,1.0,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.11957,16.4415,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.210925,0.902621,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,1.0,0.1,2.0
1489.3,61.2,799.3250314,9.32,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0052,0.099230555,0.945938034,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,0.0063,25.0,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.892153,0.839777,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,1.61121,0.0378552,2.0
2000.0,30.0,702.3,23.4,0.000359,1.77e-05,0.019,0.189,0.0,90.0,0.0101487,15.6331,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.25,0.016,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,0.38989,26.1413,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.00219251,8.72316,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.0101701,0.0618734,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.00244859,0.061466,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.04,2.5,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,2.5,0.0400301,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.0990907,0.148415,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.0100677,0.0489438,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.01,0.63,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,9.0,0.494285,9.83622,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-1.0,0.029827,0.127023,4.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.347256,0.0453158,2.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.13576298,3.444535102,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.588208,1.7584,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,1.6,0.4,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,2.5,6.3,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-5.0,0.49968,0.202259,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.25,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.240696,0.102116,0.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,1.0,0.300906,3.17221,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.004,16.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.00361904,4.03209,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,0.01,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.025,16.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-5.0,1.0,2.5,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.01,0.4,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,0.1,0.025,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.150992,0.106798,0.0
235.1,30.6,814.0,3.0,0.0019,1.9e-05,0.029,0.0762,0.0,0.0,0.1524,1.972056,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,9.0,0.0982724,4.822,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,1.67529,0.096439,1.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.009567808,0.506537392,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,90.0,0.0240021,6.13474,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,0.60415,0.017683,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,1.0,1.08466,0.927475,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,0.063,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.1,10.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.0152143,6.27932,2.0
270.0,44.0,1049.0,5.02,0.001,1.6e-05,0.07,0.0972,0.0,5.0,1.51007,2.98441,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,2.5,0.4,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,1.5,0.6,2.0
3249.3,63.8,793.4231406,24.6,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.713492798,0.920997925,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.0593523,2.91638,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.116313,0.925095,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.00237137,25.8327,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,1.0,25.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,2.5,0.4,2.0
227.5,35.6,814.0,3.0,0.0019,1.9e-05,0.029,0.0762,0.0,0.0,0.3048,1.008888,2.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,0.0,0.153863,2.94273,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.16,6.3,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.0594024,15.3129,3.0
450.0,54.0,1059.0,8.25,0.001,1.6e-05,0.07,0.0972,0.0,5.0,1.03077,4.11302,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.0025,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.01,0.4,2.0
28.8,23.6,885.129994,1.53,0.005179285,1.9e-05,0.03,0.0501,0.0,-2.0,0.0114,10.5,3.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,0.0,0.143988,10.7461,3.0
32.2,23.2,885.4132809,1.57,0.005249785,1.9e-05,0.03,0.0501,0.0,1.0,0.0515,9.9,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.1,4.0,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,1.0,2.06801,0.257385,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,85.0,0.0397693,3.7684,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.0587671,0.242053,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,2.61175,10.3256,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.01,0.025,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,1.0,6.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,90.0,0.103518,6.27755,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.653961,0.0607436,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.00922758,6.41603,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,3.83963,0.938419,1.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,0.0828406,0.378073,3.0
270.0,20.0,1025.0,5.02,0.001,1.6e-05,0.07,0.0972,0.0,2.0,1.00171,7.81954,2.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.473737,1.53993,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.403379,10.6192,0.0
29.0,22.3,886.051008,1.54,0.005411937,1.9e-05,0.03,0.0501,0.0,-2.0,0.0532,10.5,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.15,6.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.01,15.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.06,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,2.42394,0.371183,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,2.61211,0.148551,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.00242326,0.599728,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.451521,1.43866,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.0567422,6.29611,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-5.0,0.0286355,1.76285,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,3.62413,2.48678,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,6.3,2.5,1.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,1.0,1.08466,1.96915,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,0.623179,2.5346,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.603469,0.311377,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,0.63,16.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.434328,0.0245738,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,0.1,4.0,2.0
1453.6,50.0,802.5952335,10.1,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.107942627,6.543337943,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,4.0,0.63,1.0
1464.3,54.1,809.3220851,10.6,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.266106976,0.258692734,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.004,1.6,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.897151,0.136318,4.0
